stop_pattern_id,stop_id,stop_sequence,timepoint
853_1_20240211,9066,9,0
853_1_20240211,9067,10,0
853_1_20240211,9068,11,0
853_1_20240211,9069,12,0
853_1_20240211,9070,13,0
853_1_20240211,9071,14,0
853_1_20240211,9072,15,0
853_1_20240211,9113,16,0
853_1_20240211,9114,17,0
853_1_20240211,9115,18,0
853_1_20240211,9101,19,0
853_1_20240211,9102,20,0
853_1_20240211,8122,21,0
853_1_20240211,8120,22,1
853_1_20240211,8118,23,0
853_1_20240211,9135,24,1
853_1_20240211,9136,25,1
853_1_20240211,8165,26,0
853_1_20240211,8164,27,0
853_1_20240211,8163,28,0
853_1_20240211,8161,29,1
853_1_20240211,8159,30,1
853_1_20240211,8158,31,0
853_1_20240211,8156,32,1
853_1_20240211,8152,33,1
501_0_20240211,1203,0,1
501_0_20240211,1292,1,0
501_0_20240211,1294,2,0
501_0_20240211,1194,3,0
501_0_20240211,1626,4,0
501_0_20240211,1515,5,1
501_0_20240211,1500,6,0
501_0_20240211,1637,7,0
501_0_20240211,1638,8,0
501_0_20240211,1522,9,0
501_0_20240211,1524,10,0
501_0_20240211,1526,11,0
501_0_20240211,1528,12,0
501_0_20240211,1530,13,0
501_0_20240211,1532,14,0
501_0_20240211,1534,15,0
501_0_20240211,1536,16,0
501_0_20240211,1538,17,0
501_0_20240211,1540,18,0
501_0_20240211,1542,19,0
501_0_20240211,1544,20,0
501_0_20240211,1546,21,0
501_0_20240211,1548,22,0
501_0_20240211,1550,23,0
501_0_20240211,1552,24,0
501_0_20240211,1554,25,0
501_0_20240211,1557,26,0
501_0_20240211,1559,27,0
501_0_20240211,1560,28,1
21_1_20240211,4396,0,1
21_1_20240211,4395,1,0
21_1_20240211,4394,2,0
21_1_20240211,4393,3,0
21_1_20240211,4392,4,0
21_1_20240211,4391,5,0
21_1_20240211,4390,6,0
21_1_20240211,4389,7,0
21_1_20240211,4388,8,0
21_1_20240211,4387,9,0
21_1_20240211,4386,10,0
21_1_20240211,4385,11,0
21_1_20240211,4384,12,0
21_1_20240211,4383,13,0
21_1_20240211,4382,14,0
21_1_20240211,4381,15,0
21_1_20240211,4320,16,0
21_1_20240211,4319,17,1
21_1_20240211,4918,18,0
21_1_20240211,4917,19,0
21_1_20240211,4916,20,0
21_1_20240211,4915,21,1
21_1_20240211,6906,22,0
21_1_20240211,6908,23,0
21_1_20240211,6909,24,0
21_1_20240211,7910,25,0
21_1_20240211,5514,26,0
21_1_20240211,5516,27,1
21_1_20240211,6212,28,0
21_1_20240211,6213,29,0
21_1_20240211,6214,30,0
21_1_20240211,6215,31,0
21_1_20240211,6216,32,0
21_1_20240211,6217,33,0
21_1_20240211,6218,34,0
21_1_20240211,6219,35,0
21_1_20240211,6220,36,0
21_1_20240211,6221,37,0
21_1_20240211,6553,38,0
21_1_20240211,6224,39,0
21_1_20240211,6027,40,0
21_1_20240211,6028,41,0
21_1_20240211,7035,42,1
21_0_20240211,7035,0,1
21_0_20240211,5000,1,1
21_0_20240211,5002,2,0
21_0_20240211,6910,3,0
21_0_20240211,7909,4,0
21_0_20240211,7908,5,0
21_0_20240211,7907,6,0
21_0_20240211,5914,7,0
21_0_20240211,5915,8,1
21_0_20240211,5916,9,0
21_0_20240211,5917,10,0
21_0_20240211,5918,11,0
21_0_20240211,5319,12,1
21_0_20240211,5380,13,0
21_0_20240211,5381,14,0
21_0_20240211,5382,15,0
21_0_20240211,5383,16,0
21_0_20240211,5384,17,0
21_0_20240211,5385,18,0
21_0_20240211,5386,19,0
21_0_20240211,5388,20,0
21_0_20240211,5389,21,0
21_0_20240211,5390,22,0
21_0_20240211,5391,23,0
21_0_20240211,5392,24,0
21_0_20240211,5393,25,0
21_0_20240211,5394,26,0
21_0_20240211,5395,27,0
21_0_20240211,5327,28,1
7_0_20240211,6001,0,1
7_0_20240211,5502,1,0
7_0_20240211,5506,2,0
7_0_20240211,5508,3,0
7_0_20240211,5510,4,0
7_0_20240211,6708,5,0
7_0_20240211,6710,6,0
7_0_20240211,6711,7,0
7_0_20240211,6712,8,0
7_0_20240211,6713,9,0
7_0_20240211,6714,10,0
7_0_20240211,6715,11,0
7_0_20240211,6716,12,0
7_0_20240211,6718,13,0
7_0_20240211,6719,14,0
7_0_20240211,6720,15,1
7_0_20240211,6721,16,0
7_0_20240211,6722,17,0
7_0_20240211,6723,18,0
7_0_20240211,6724,19,0
7_0_20240211,6725,20,0
7_0_20240211,6726,21,0
7_0_20240211,6727,22,0
7_0_20240211,6728,23,0
7_0_20240211,6729,24,0
7_0_20240211,6733,25,1
7_1_20240211,7730,0,1
7_1_20240211,7729,1,0
7_1_20240211,7728,2,0
7_1_20240211,7726,3,0
7_1_20240211,7725,4,0
7_1_20240211,7724,5,0
7_1_20240211,7723,6,0
7_1_20240211,7722,7,0
7_1_20240211,7721,8,0
7_1_20240211,7700,9,1
7_1_20240211,7719,10,0
7_1_20240211,7718,11,0
7_1_20240211,7716,12,0
7_1_20240211,7715,13,0
7_1_20240211,7714,14,0
7_1_20240211,7713,15,0
7_1_20240211,7712,16,0
7_1_20240211,7711,17,0
7_1_20240211,7709,18,0
7_1_20240211,7708,19,0
7_1_20240211,5008,20,0
7_1_20240211,5010,21,0
7_1_20240211,5012,22,0
7_1_20240211,5011,23,0
7_1_20240211,5016,24,1
853_0_20240211,8120,0,1
853_0_20240211,8118,1,0
853_0_20240211,9135,2,1
853_0_20240211,9136,3,1
853_0_20240211,8165,4,0
853_0_20240211,8164,5,0
853_0_20240211,8163,6,0
853_0_20240211,9197,7,1
853_0_20240211,8161,8,1
853_0_20240211,8152,9,1
853_0_20240211,8163,10,0
853_0_20240211,8113,11,0
853_0_20240211,9158,12,0
853_0_20240211,9199,13,1
853_0_20240211,8106,14,0
853_0_20240211,8073,15,0
853_0_20240211,8072,16,0
853_0_20240211,8071,17,0
853_0_20240211,8070,18,0
853_0_20240211,8069,19,0
853_0_20240211,8068,20,0
853_0_20240211,8067,21,0
853_0_20240211,8066,22,0
853_0_20240211,8065,23,0
853_0_20240211,8064,24,0
853_0_20240211,8058,25,0
853_0_20240211,8057,26,0
853_0_20240211,8055,27,0
853_0_20240211,8054,28,0
853_0_20240211,8053,29,0
853_0_20240211,8052,30,1
501_1_20240211,1536,0,1
501_1_20240211,1538,1,0
501_1_20240211,1540,2,0
501_1_20240211,1542,3,0
501_1_20240211,1544,4,0
501_1_20240211,1546,5,0
501_1_20240211,1548,6,0
501_1_20240211,1550,7,0
501_1_20240211,1552,8,0
501_1_20240211,1554,9,0
501_1_20240211,1557,10,0
501_1_20240211,1559,11,0
501_1_20240211,1560,12,0
501_1_20240211,1562,13,0
501_1_20240211,1564,14,0
501_1_20240211,1566,15,0
501_1_20240211,1568,16,0
501_1_20240211,1570,17,0
501_1_20240211,1572,18,0
501_1_20240211,1574,19,0
501_1_20240211,1576,20,0
501_1_20240211,1578,21,0
501_1_20240211,1519,22,1
501_1_20240211,1596,23,0
501_1_20240211,1626,24,0
501_1_20240211,1515,25,1
29_1_20240211,7720,0,1
29_1_20240211,7719,1,0
29_1_20240211,6791,2,0
29_1_20240211,6792,3,0
29_1_20240211,6793,4,0
29_1_20240211,6794,5,0
29_1_20240211,6796,6,0
29_1_20240211,7146,7,0
29_1_20240211,7145,8,0
29_1_20240211,7144,9,0
29_1_20240211,7143,10,0
29_1_20240211,7142,11,0
29_1_20240211,7141,12,0
29_1_20240211,7140,13,0
29_1_20240211,7101,14,0
29_1_20240211,7100,15,0
29_1_20240211,6153,16,1
29_1_20240211,6155,17,0
29_1_20240211,6156,18,0
29_1_20240211,6157,19,0
29_1_20240211,6960,20,1
29_1_20240211,7960,21,0
29_1_20240211,7959,22,0
29_1_20240211,7958,23,0
29_1_20240211,7956,24,0
29_1_20240211,6954,25,0
29_1_20240211,7955,26,1
29_1_20240211,7954,27,0
29_1_20240211,7953,28,0
29_1_20240211,7952,29,0
29_1_20240211,7951,30,0
29_1_20240211,7950,31,0
29_1_20240211,7949,32,0
29_1_20240211,7948,33,0
29_1_20240211,7947,34,0
29_1_20240211,7946,35,0
29_1_20240211,7942,36,0
29_1_20240211,7941,37,0
29_1_20240211,7920,38,0
29_1_20240211,7019,39,0
29_1_20240211,7018,40,0
29_1_20240211,7017,41,1
29_1_20240211,7015,42,0
29_1_20240211,7014,43,0
29_1_20240211,7013,44,0
29_1_20240211,7012,45,0
29_1_20240211,5000,46,0
29_1_20240211,5002,47,0
29_1_20240211,5515,48,0
29_1_20240211,5006,49,0
29_1_20240211,5008,50,0
29_1_20240211,5010,51,0
29_1_20240211,5012,52,0
29_1_20240211,5011,53,0
29_1_20240211,5016,54,1
29_0_20240211,5500,0,1
29_0_20240211,5502,1,0
29_0_20240211,5506,2,0
29_0_20240211,5508,3,0
29_0_20240211,5510,4,0
29_0_20240211,5513,5,0
29_0_20240211,5514,6,0
29_0_20240211,5516,7,1
29_0_20240211,6012,8,0
29_0_20240211,6013,9,0
29_0_20240211,6014,10,0
29_0_20240211,6015,11,0
29_0_20240211,6017,12,1
29_0_20240211,6019,13,0
29_0_20240211,6920,14,0
29_0_20240211,6941,15,0
29_0_20240211,6942,16,0
29_0_20240211,6946,17,0
29_0_20240211,6947,18,0
29_0_20240211,6948,19,0
29_0_20240211,6949,20,0
29_0_20240211,6950,21,0
29_0_20240211,6951,22,0
29_0_20240211,6952,23,0
29_0_20240211,6954,24,0
29_0_20240211,7955,25,1
29_0_20240211,7954,26,0
29_0_20240211,7953,27,0
29_0_20240211,6956,28,0
29_0_20240211,6957,29,0
29_0_20240211,6958,30,0
29_0_20240211,6959,31,0
29_0_20240211,6960,32,1
29_0_20240211,6133,33,0
29_0_20240211,6134,34,0
29_0_20240211,7157,35,0
29_0_20240211,7156,36,0
29_0_20240211,7155,37,0
29_0_20240211,7153,38,1
29_0_20240211,6100,39,0
29_0_20240211,6101,40,0
29_0_20240211,6140,41,0
29_0_20240211,6141,42,0
29_0_20240211,6142,43,0
29_0_20240211,6143,44,0
29_0_20240211,6144,45,0
29_0_20240211,6145,46,0
29_0_20240211,6146,47,0
29_0_20240211,7796,48,0
29_0_20240211,7795,49,0
29_0_20240211,7794,50,0
29_0_20240211,7793,51,0
29_0_20240211,7792,52,0
29_0_20240211,7791,53,0
29_0_20240211,7720,54,1
N3_0_20240211,5000,0,1
N3_0_20240211,5002,1,0
N3_0_20240211,5515,2,1
N3_0_20240211,5006,3,0
N3_0_20240211,5008,4,0
N3_0_20240211,5010,5,0
N3_0_20240211,5012,6,0
N3_0_20240211,5015,7,0
N3_0_20240211,5911,8,0
N3_0_20240211,5912,9,0
N3_0_20240211,5913,10,0
N3_0_20240211,5914,11,0
N3_0_20240211,5915,12,0
N3_0_20240211,5916,13,0
N3_0_20240211,5917,14,0
N3_0_20240211,5918,15,0
N3_0_20240211,5319,16,0
N3_0_20240211,5320,17,0
N3_0_20240211,5321,18,0
N3_0_20240211,5322,19,0
N3_0_20240211,5323,20,0
N3_0_20240211,5324,21,0
N3_0_20240211,5325,22,0
N3_0_20240211,5326,23,0
N3_0_20240211,5327,24,0
N3_0_20240211,5328,25,0
N3_0_20240211,5329,26,0
N3_0_20240211,5330,27,0
N3_0_20240211,5331,28,0
N3_0_20240211,5332,29,0
N3_0_20240211,5366,30,0
N3_0_20240211,5367,31,0
N3_0_20240211,5368,32,0
N3_0_20240211,5369,33,0
N3_0_20240211,4332,34,0
N3_0_20240211,4365,35,0
N3_0_20240211,4364,36,0
N3_0_20240211,4363,37,0
N3_0_20240211,4362,38,0
N3_0_20240211,4361,39,0
N3_0_20240211,4360,40,0
N3_0_20240211,5330,41,0
N3_0_20240211,5341,42,0
N3_0_20240211,5342,43,0
N3_0_20240211,5343,44,0
N3_0_20240211,5344,45,0
N3_0_20240211,5345,46,0
N3_0_20240211,5346,47,0
N3_0_20240211,5347,48,0
N3_0_20240211,5348,49,0
N3_0_20240211,5349,50,0
N3_0_20240211,5350,51,0
N3_0_20240211,5351,52,0
N3_0_20240211,4352,53,0
N3_0_20240211,4350,54,0
N3_0_20240211,4349,55,0
N3_0_20240211,4348,56,0
N3_0_20240211,4347,57,0
N3_0_20240211,4346,58,0
N3_0_20240211,4345,59,0
N3_0_20240211,4344,60,0
N3_0_20240211,4343,61,0
N3_0_20240211,4342,62,0
N3_0_20240211,4341,63,0
N3_0_20240211,4330,64,0
N3_0_20240211,4329,65,0
N3_0_20240211,4328,66,0
N3_0_20240211,4395,67,0
N3_0_20240211,4394,68,0
N3_0_20240211,4393,69,0
N3_0_20240211,4392,70,0
N3_0_20240211,4391,71,0
N3_0_20240211,4390,72,0
N3_0_20240211,4389,73,0
N3_0_20240211,4388,74,0
N3_0_20240211,4387,75,0
N3_0_20240211,4386,76,0
N3_0_20240211,4385,77,0
N3_0_20240211,4384,78,0
N3_0_20240211,4383,79,0
N3_0_20240211,4382,80,0
N3_0_20240211,5305,81,0
N3_0_20240211,4324,82,0
N3_0_20240211,4323,83,0
N3_0_20240211,4925,84,0
N3_0_20240211,4924,85,0
N3_0_20240211,4923,86,0
N3_0_20240211,4922,87,0
N3_0_20240211,4921,88,1
200_1_20240211,1862,0,1
200_1_20240211,1878,1,0
200_1_20240211,1855,2,1
200_1_20240211,1856,3,0
200_1_20240211,1950,4,0
200_1_20240211,1948,5,0
200_1_20240211,1944,6,0
200_1_20240211,1943,7,0
200_1_20240211,1942,8,0
200_1_20240211,1941,9,0
200_1_20240211,1940,10,0
200_1_20240211,0005,11,0
200_1_20240211,1928,12,0
200_1_20240211,1939,13,0
200_1_20240211,1938,14,0
200_1_20240211,1937,15,0
200_1_20240211,1936,16,1
200_1_20240211,1935,17,0
200_1_20240211,1933,18,0
200_1_20240211,1932,19,0
200_1_20240211,1931,20,0
200_1_20240211,1930,21,0
200_1_20240211,1927,22,0
200_1_20240211,0004,23,0
200_1_20240211,1925,24,0
200_1_20240211,1922,25,1
200_1_20240211,1921,26,0
200_1_20240211,1920,27,0
200_1_20240211,1919,28,0
200_1_20240211,1917,29,0
200_1_20240211,0003,30,0
200_1_20240211,1916,31,0
200_1_20240211,1915,32,0
200_1_20240211,1912,33,0
200_1_20240211,1911,34,0
200_1_20240211,1810,35,1
200_1_20240211,1811,36,0
200_1_20240211,1812,37,0
200_1_20240211,1813,38,0
200_1_20240211,1908,39,0
200_1_20240211,1907,40,0
200_1_20240211,1906,41,0
200_1_20240211,0002,42,0
200_1_20240211,1905,43,0
200_1_20240211,1904,44,0
200_1_20240211,1903,45,0
200_1_20240211,1902,46,0
200_1_20240211,0001,47,0
200_1_20240211,1800,48,0
200_1_20240211,1779,49,1
200_0_20240211,1779,0,1
200_0_20240211,1800,1,0
200_0_20240211,8991,2,0
200_0_20240211,8992,3,0
200_0_20240211,8993,4,0
200_0_20240211,8997,5,0
200_0_20240211,8998,6,0
200_0_20240211,8999,7,0
200_0_20240211,1801,8,0
200_0_20240211,0001,9,0
200_0_20240211,1802,10,0
200_0_20240211,1803,11,0
200_0_20240211,1804,12,0
200_0_20240211,1805,13,0
200_0_20240211,0002,14,0
200_0_20240211,1806,15,0
200_0_20240211,1807,16,0
200_0_20240211,1808,17,0
200_0_20240211,1912,18,0
200_0_20240211,1911,19,0
200_0_20240211,1810,20,1
200_0_20240211,1811,21,0
200_0_20240211,1812,22,0
200_0_20240211,1813,23,0
200_0_20240211,1815,24,0
200_0_20240211,1816,25,0
200_0_20240211,0003,26,0
200_0_20240211,1817,27,0
200_0_20240211,1820,28,0
200_0_20240211,1822,29,1
200_0_20240211,1825,30,0
200_0_20240211,0004,31,0
200_0_20240211,1827,32,0
200_0_20240211,1830,33,1
200_0_20240211,1830,34,0
200_0_20240211,1831,35,0
200_0_20240211,1832,36,0
200_0_20240211,1833,37,0
200_0_20240211,1834,38,0
200_0_20240211,1835,39,0
200_0_20240211,1836,40,1
200_0_20240211,1837,41,0
200_0_20240211,1838,42,0
200_0_20240211,1839,43,0
200_0_20240211,1828,44,0
200_0_20240211,0005,45,0
200_0_20240211,1840,46,0
200_0_20240211,1841,47,0
200_0_20240211,1842,48,0
200_0_20240211,1843,49,0
200_0_20240211,1844,50,0
200_0_20240211,1845,51,0
200_0_20240211,1847,52,0
200_0_20240211,1850,53,0
200_0_20240211,1851,54,0
200_0_20240211,1855,55,1
200_0_20240211,1860,56,0
200_0_20240211,1862,57,1
AX_0_20240211,7399,0,1
AX_0_20240211,7224,1,1
AX_0_20240211,7217,2,1
AX_0_20240211,5000,3,1
AX_0_20240211,5002,4,0
AX_0_20240211,5515,5,0
AX_0_20240211,5006,6,0
AX_0_20240211,5008,7,0
AX_0_20240211,5010,8,0
AX_0_20240211,5012,9,0
AX_0_20240211,5011,10,0
AX_0_20240211,5016,11,1
AX_1_20240211,6000,0,1
AX_1_20240211,5502,1,0
AX_1_20240211,5506,2,0
AX_1_20240211,5508,3,0
AX_1_20240211,5510,4,0
AX_1_20240211,5513,5,0
AX_1_20240211,5514,6,0
AX_1_20240211,5516,7,1
AX_1_20240211,6217,8,1
AX_1_20240211,6224,9,1
AX_1_20240211,7399,10,1
743_1_20240211,4136,0,1
743_1_20240211,4135,1,0
743_1_20240211,4134,2,0
743_1_20240211,4133,3,0
743_1_20240211,4132,4,0
743_1_20240211,4131,5,0
743_1_20240211,4130,6,0
743_1_20240211,4129,7,0
743_1_20240211,4128,8,0
743_1_20240211,4127,9,0
743_1_20240211,4126,10,0
743_1_20240211,4125,11,0
743_1_20240211,4123,12,0
743_1_20240211,4122,13,0
743_1_20240211,4121,14,0
743_1_20240211,4120,15,0
743_1_20240211,4119,16,0
743_1_20240211,4118,17,0
743_1_20240211,4117,18,0
743_1_20240211,4116,19,0
743_1_20240211,4115,20,0
743_1_20240211,4114,21,0
743_1_20240211,4113,22,0
743_1_20240211,5098,23,0
743_1_20240211,6012,24,0
743_1_20240211,6013,25,0
743_1_20240211,6010,26,1
MEL_0_20240211,WELL,0,1
MEL_0_20240211,NGAU,1,1
MEL_0_20240211,PETO,2,1
MEL_0_20240211,WEST,3,1
MEL_0_20240211,MELL,4,1
951_0_20240211,8428,0,1
951_0_20240211,8462,1,1
951_0_20240211,8050,2,0
951_0_20240211,8049,3,0
951_0_20240211,8208,4,0
951_0_20240211,8227,5,0
951_0_20240211,8226,6,0
951_0_20240211,8225,7,0
951_0_20240211,8224,8,0
951_0_20240211,8123,9,0
951_0_20240211,8122,10,0
951_0_20240211,8121,11,1
951_0_20240211,9150,12,1
951_0_20240211,9353,13,0
951_0_20240211,9048,14,1
MEL_1_20240211,MELL,0,1
MEL_1_20240211,WEST,1,1
MEL_1_20240211,PETO,2,1
MEL_1_20240211,NGAU,3,1
MEL_1_20240211,WELL,4,1
951_1_20240211,8208,0,1
951_1_20240211,8227,1,0
951_1_20240211,8226,2,0
951_1_20240211,8225,3,0
951_1_20240211,8224,4,0
951_1_20240211,8123,5,0
951_1_20240211,8122,6,0
951_1_20240211,8121,7,1
951_1_20240211,9150,8,1
951_1_20240211,9353,9,0
951_1_20240211,9048,10,0
951_1_20240211,9049,11,0
951_1_20240211,9462,12,1
951_1_20240211,8428,13,1
17_0_20240211,6001,0,1
17_0_20240211,5502,1,0
17_0_20240211,5506,2,0
17_0_20240211,5508,3,0
17_0_20240211,5510,4,0
17_0_20240211,6708,5,0
17_0_20240211,6710,6,0
17_0_20240211,6711,7,0
17_0_20240211,6712,8,0
17_0_20240211,6713,9,0
17_0_20240211,6714,10,0
17_0_20240211,6715,11,0
17_0_20240211,6716,12,0
17_0_20240211,6718,13,0
17_0_20240211,6719,14,1
17_0_20240211,7720,15,1
17_0_20240211,7719,16,0
17_0_20240211,6761,17,0
17_0_20240211,6762,18,0
17_0_20240211,6763,19,0
17_0_20240211,6764,20,0
17_0_20240211,6765,21,0
17_0_20240211,6766,22,0
17_0_20240211,6767,23,0
17_0_20240211,6768,24,0
17_0_20240211,6769,25,0
17_0_20240211,6770,26,0
17_0_20240211,6771,27,0
17_0_20240211,6772,28,0
17_0_20240211,6773,29,0
17_0_20240211,7774,30,1
848_0_20240211,8152,0,1
848_0_20240211,8163,1,0
848_0_20240211,9132,2,0
848_0_20240211,9101,3,0
848_0_20240211,8103,4,1
848_0_20240211,9134,5,0
848_0_20240211,9138,6,0
848_0_20240211,9137,7,0
848_0_20240211,9875,8,0
848_0_20240211,9876,9,0
848_0_20240211,9139,10,0
848_0_20240211,9141,11,1
825_0_20240211,9248,0,1
825_0_20240211,9249,1,0
825_0_20240211,9250,2,0
825_0_20240211,9251,3,0
825_0_20240211,9253,4,0
825_0_20240211,9254,5,0
825_0_20240211,9255,6,0
825_0_20240211,9256,7,0
825_0_20240211,9257,8,0
825_0_20240211,9361,9,0
825_0_20240211,9303,10,0
825_0_20240211,9305,11,0
825_0_20240211,9306,12,0
825_0_20240211,9308,13,0
825_0_20240211,9309,14,0
825_0_20240211,9310,15,0
825_0_20240211,9312,16,0
825_0_20240211,9313,17,0
825_0_20240211,9314,18,0
825_0_20240211,9315,19,0
825_0_20240211,9316,20,0
825_0_20240211,9368,21,0
825_0_20240211,8365,22,0
825_0_20240211,8364,23,0
825_0_20240211,8329,24,0
825_0_20240211,8328,25,0
825_0_20240211,8327,26,0
825_0_20240211,8326,27,0
825_0_20240211,8325,28,0
825_0_20240211,8324,29,0
825_0_20240211,8323,30,0
825_0_20240211,8322,31,0
825_0_20240211,8321,32,0
825_0_20240211,9377,33,0
825_0_20240211,9369,34,0
825_0_20240211,9370,35,0
825_0_20240211,9371,36,0
825_0_20240211,9372,37,0
825_0_20240211,9373,38,0
825_0_20240211,9374,39,0
825_0_20240211,9375,40,0
825_0_20240211,9376,41,0
825_0_20240211,8377,42,1
825_1_20240211,8377,0,1
825_1_20240211,8376,1,0
825_1_20240211,8375,2,0
825_1_20240211,8374,3,0
825_1_20240211,8373,4,0
825_1_20240211,8372,5,0
825_1_20240211,8371,6,0
825_1_20240211,8370,7,0
825_1_20240211,8369,8,0
825_1_20240211,9321,9,0
825_1_20240211,9322,10,0
825_1_20240211,9323,11,0
825_1_20240211,9324,12,0
825_1_20240211,9325,13,0
825_1_20240211,9326,14,0
825_1_20240211,9327,15,0
825_1_20240211,9328,16,0
825_1_20240211,9329,17,0
825_1_20240211,9364,18,0
825_1_20240211,9365,19,0
825_1_20240211,9366,20,0
825_1_20240211,9367,21,0
825_1_20240211,8315,22,0
825_1_20240211,8313,23,0
825_1_20240211,8312,24,0
825_1_20240211,8311,25,0
825_1_20240211,8310,26,0
825_1_20240211,8309,27,0
825_1_20240211,8307,28,0
825_1_20240211,8306,29,0
825_1_20240211,8305,30,0
825_1_20240211,8304,31,0
825_1_20240211,8303,32,0
825_1_20240211,8360,33,0
825_1_20240211,8256,34,0
825_1_20240211,8255,35,0
825_1_20240211,8254,36,0
825_1_20240211,8253,37,0
825_1_20240211,8251,38,0
825_1_20240211,8250,39,0
825_1_20240211,8249,40,0
825_1_20240211,9248,41,1
QMF_0_20240211,9997,0,1
QMF_0_20240211,9998,1,1
QMF_0_20240211,9997,2,1
512_0_20240211,1490,0,1
512_0_20240211,1005,1,0
512_0_20240211,1500,2,1
512_0_20240211,1630,3,0
512_0_20240211,1517,4,0
512_0_20240211,1518,5,0
512_0_20240211,1520,6,0
512_0_20240211,1522,7,0
512_0_20240211,1524,8,0
512_0_20240211,1526,9,0
512_0_20240211,1528,10,0
512_0_20240211,1530,11,0
512_0_20240211,1532,12,0
512_0_20240211,1534,13,0
512_0_20240211,1536,14,0
512_0_20240211,1538,15,0
512_0_20240211,1540,16,0
512_0_20240211,1542,17,0
512_0_20240211,1544,18,0
512_0_20240211,1546,19,0
512_0_20240211,1548,20,0
512_0_20240211,1550,21,0
512_0_20240211,1552,22,0
512_0_20240211,1554,23,0
512_0_20240211,1556,24,0
512_0_20240211,1558,25,0
512_0_20240211,1604,26,0
512_0_20240211,1606,27,0
512_0_20240211,1608,28,0
512_0_20240211,1610,29,0
512_0_20240211,1612,30,0
512_0_20240211,1614,31,0
512_0_20240211,1616,32,0
512_0_20240211,1618,33,0
512_0_20240211,1620,34,0
512_0_20240211,1560,35,1
262_0_20240211,1005,0,1
262_0_20240211,1002,1,0
262_0_20240211,1100,2,0
262_0_20240211,1102,3,0
262_0_20240211,1104,4,0
262_0_20240211,1106,5,0
262_0_20240211,1108,6,0
262_0_20240211,1110,7,0
262_0_20240211,1112,8,0
262_0_20240211,1114,9,0
262_0_20240211,1116,10,1
262_0_20240211,1120,11,0
262_0_20240211,1122,12,0
262_0_20240211,1124,13,0
262_0_20240211,1126,14,0
262_0_20240211,1128,15,0
262_0_20240211,1130,16,0
262_0_20240211,1132,17,0
262_0_20240211,1134,18,0
262_0_20240211,1136,19,0
262_0_20240211,1138,20,0
262_0_20240211,1140,21,0
262_0_20240211,1142,22,0
262_0_20240211,1144,23,0
262_0_20240211,1146,24,0
262_0_20240211,1148,25,1
886_0_20240211,9850,0,1
886_0_20240211,9859,1,0
886_0_20240211,8850,2,0
886_0_20240211,8849,3,0
886_0_20240211,8848,4,0
886_0_20240211,8847,5,0
886_0_20240211,8846,6,0
886_0_20240211,8845,7,0
886_0_20240211,8844,8,0
886_0_20240211,8843,9,0
886_0_20240211,8842,10,0
886_0_20240211,8841,11,0
886_0_20240211,8840,12,0
886_0_20240211,8839,13,0
886_0_20240211,8838,14,0
886_0_20240211,8737,15,0
886_0_20240211,8735,16,0
886_0_20240211,8734,17,0
886_0_20240211,8733,18,0
886_0_20240211,8732,19,0
886_0_20240211,8731,20,0
886_0_20240211,8730,21,0
886_0_20240211,9153,22,0
886_0_20240211,9155,23,0
886_0_20240211,9156,24,0
886_0_20240211,9157,25,0
886_0_20240211,9159,26,1
512_1_20240211,1536,0,1
512_1_20240211,1538,1,0
512_1_20240211,1540,2,0
512_1_20240211,1542,3,0
512_1_20240211,1544,4,0
512_1_20240211,1546,5,0
512_1_20240211,1548,6,0
512_1_20240211,1550,7,0
512_1_20240211,1552,8,0
512_1_20240211,1554,9,0
512_1_20240211,1556,10,1
512_1_20240211,1558,11,0
512_1_20240211,1604,12,0
512_1_20240211,1606,13,0
512_1_20240211,1608,14,0
512_1_20240211,1610,15,0
512_1_20240211,1612,16,0
512_1_20240211,1614,17,0
512_1_20240211,1616,18,0
512_1_20240211,1618,19,0
512_1_20240211,1620,20,0
512_1_20240211,1560,21,1
512_1_20240211,1562,22,0
512_1_20240211,1564,23,0
512_1_20240211,1566,24,0
512_1_20240211,1568,25,0
512_1_20240211,1570,26,0
512_1_20240211,1572,27,0
512_1_20240211,1574,28,0
512_1_20240211,1623,29,0
512_1_20240211,1596,30,1
512_1_20240211,1004,31,1
512_1_20240211,1490,32,1
30x_0_20240211,5500,0,1
30x_0_20240211,5502,1,0
30x_0_20240211,5506,2,0
30x_0_20240211,5508,3,0
30x_0_20240211,5510,4,0
30x_0_20240211,5513,5,0
30x_0_20240211,5514,6,0
30x_0_20240211,5516,7,1
30x_0_20240211,6216,8,0
30x_0_20240211,6217,9,0
30x_0_20240211,6080,10,0
30x_0_20240211,6081,11,0
30x_0_20240211,7232,12,0
30x_0_20240211,6086,13,0
30x_0_20240211,6032,14,0
30x_0_20240211,6033,15,0
30x_0_20240211,6034,16,0
30x_0_20240211,6035,17,0
30x_0_20240211,6036,18,1
30x_0_20240211,6037,19,0
30x_0_20240211,6038,20,0
30x_0_20240211,6039,21,0
30x_0_20240211,6040,22,1
30x_0_20240211,6041,23,0
30x_0_20240211,6042,24,0
30x_0_20240211,6043,25,0
30x_0_20240211,6044,26,0
30x_0_20240211,6045,27,0
30x_0_20240211,6046,28,0
30x_0_20240211,6047,29,0
30x_0_20240211,6048,30,0
30x_0_20240211,6049,31,0
30x_0_20240211,6050,32,0
30x_0_20240211,6052,33,1
30x_0_20240211,6062,34,0
30x_0_20240211,6064,35,0
